[Form_ScenarioSettings].Text3;Помощь для Монолита и Зомбированных:
[Groups.bandits.:main].Text-End-Standart-Lose;Группировка была полностью уничтожена, теперь Зону буду делить другие группировки. Поражение!
[Groups.bandits.:main].Text-End-Step-Lose;Время истекло, Вы не смогли добиться контроля над Зоной. Поражение!
[Groups.bandits.:main].Text-End-EventFlag-Lose;Поражение по ивент флагу!
[Groups.bandits.Anarchy].Text-End-Standart-Victory;Победа! Группировка вскоре всё меньше и меньше по своему поведению походила на то, чем являлась изначально. Да, криминал остался, но его стало меньше. Верхушка пыталась продвигать тему, которая была близка с тем, что пропагандировала группировка «Свобода», а низы, не торопились принимать эти новые идеалы, так как старые способы в виде грабежа и мародерства казались более простыми и понятными. Группировка раскалывалась прямо на глазах. Каждый новый день – новое не подчинение приказов отдельными группами. Вот-вот начнётся новый конфликт в Зоне…
[Groups.bandits.AntiZone].Text-End-Standart-Victory;Победа! Группировка вскоре всё меньше и меньше по своему поведению походила на то, чем являлась изначально. Криминала стало значительно меньше. Верхушка продвигала всё больше и больше тему борьбы с Зоной. Да, многие понимали, что грабить теперь некого, кругом все свои и в принципе, были согласны, но поскольку в группировке были и настоящие уголовники, то образовались отдельные группы, которые грабили тех самых «своих». Кругом вспыхивали локальные бои. Зона снова оказалась в шаге от масштабной войны всех против всех…
[Groups.bandits.Control].Text-End-Standart-Victory;Победа! Группировка вскоре всё меньше и меньше по своему поведению походила на то, чем являлась изначально. Криминала стало значительно меньше. Вводилась жесткая иерархия. Ситуацию наиболее точно описывало название «Штрафбат». Среди участников группировки ходили слухи, что верхушка прогнулась под государственные силы. Многие приняли этот факт, но нашлись и те «паханы» с «буграми», которые с таким порядком не были согласны. Назревал новый масштабный конфликт, но уже внутри группировки...
[Groups.bandits.Crime].Text-End-Standart-Victory;"Победа! Зона превратилась в криминальное квазигосударство. Зона стала жить ""по понятиям"". Вскоре грабить стало некого и группировка погрязла в распрях. Вместо того чтобы отстреливать монстров и добывать артефакты Бандиты стреляли друг в друга..."
[Groups.bandits.Crime].Text-End-Standart-Lose;Последний бандит поймал маслину. В Зоне больше нет места криминальному миру... Поражение!
[Groups.bandits.Crime].Text-End-Step-Lose;"Время истекло. Пацаны говорят, что ""бугор"" из тебя никакой... Поражение!"
[Groups.bandits.Exploring].Text-End-Standart-Victory;Победа! Группировка контролирует всю территорию. Грабить больше некого. Мародерствовать тоже вскоре будет негде… Верхушка уже активно переключается на выгодные контракты, идущие от правительства. В Зоне теперь часто можно встретить группы Ученых делающих свои замеры анимальной активности под чуткой охраной местных «братков». Вчерашние бандиты уже ходили и занимались тем, делом, что когда-то считали слишком грязным для себя – искали артефакты, добывали части тел мутантов, делали какие-то не понятные замеры не менее не понятными приборами. Не всем это нравилось, поэтому находились отдельные группы людей, которые организовывали нападение на «своих». С ними старались активно бороться, но таких «несогласных», находилось всё больше и больше, так как далеко немногие нашли себя в новой реальности работы по изучению Зоны…
[Groups.bandits.Growth].Text-End-Standart-Victory;"Победа! Зона превратилась в криминальное квазигосударство. Зона стала жить ""по понятиям"". Вскоре грабить стало некого и группировка погрязла в распрях. Вместо того чтобы отстреливать монстров и добывать артефакты Бандиты стреляли друг в друга..."
[Groups.bandits.Growth].Text-End-Standart-Lose;Последний бандит поймал маслину. В Зоне больше нет места криминальному миру... Поражение!
[Groups.bandits.Growth].Text-End-Step-Lose;"Время истекло. Пацаны говорят, что ""бугор"" из тебя никакой... Поражение!"
[Groups.bandits.Mercenary].Text-End-Standart-Victory;Победа! Группировка контролирует всю территорию. Грабить больше некого. Мародерствовать тоже вскоре будет негде… Верхушка уже активно переключается на выгодные контракты, идущие с внешнего мира. Но акцент ставился на более криминальные контракты, поэтому Ученых в Зоне, которых охраняли местные бойцы, было практически не встретить, что значительно ограничило изучение Зоны. Правительство планировало предпринять несколько боевых операций, чтобы вернуть контроль над ключевыми объектами Зоны. Скоро снова будет «Война в Зоне»…
[Groups.bandits.Sectarianism].Text-End-Standart-Victory;Победа! Но, не смотря на то, что группировка заняла все территории, так такого контроля над силами не было. Кругом царила неразбериха. Странные речи верхушки, странное поведения всех кто находился на севере Зоны, вновь вскоре включенные пси установки… Все это обеспокоило тех, кто находился на юге. Юг стал вооружаться и формировать собственную иерархию с командирами. Вот-вот начнётся новый этап «Войны в Зоне»…
[Groups.bandits.Stability].Text-End-Standart-Victory;Победа! Группировка контролирует всю территорию. Грабить больше некого. Мародерствовать тоже вскоре будет негде… Верхушка активно пытается найти новые способы обогащения. Бойцов начали разделять на подгруппы. Кого-то в поиски артефактов, кого-то на охоту за частями тел мутантов, третьих использовали как наёмников для выполнения внешних заказов. Но нашлись и те, кому не подходило что-либо из «мирного» ремесла. Вскоре начались первые конфликты и последовавшие за ними бои. Внутреннюю иерархию группировки штормило и неизвестно чем всё закончится…
[Groups.bandits.Stalkers].Text-End-Standart-Victory;Победа! Группировка вскоре всё меньше и меньше по своему поведению походила на то, чем являлась изначально. Криминала действительно стало меньше. Платишь долю – можешь ходить и добывать артефакты. Никто мешать не должен. А если кто-то и будет, то тех ребят найдут. Быстро найдут. Но если у них найдутся покровители в верхах, то отпустят словесно попугав. Поэтому в скорее внутри группировки образовались отдельные группы со своими лидерами, которые тянули группировку к вооруженному внутреннему конфликту…
[Groups.bandits.Unknow].Text-End-Standart-Victory;"Победа! Зона превратилась в криминальное квазигосударство. Зона стала жить ""по понятиям"". Вскоре грабить стало некого и группировка погрязла в распрях. Вместо того чтобы отстреливать монстров и добывать артефакты Бандиты стреляли друг в друга..."
[Groups.bandits.Unknow].Text-End-Standart-Lose;Последний бандит поймал маслину. В Зоне больше нет места криминальному миру... Поражение!
[Groups.bandits.Unknow].Text-End-Step-Lose;"Время истекло. Пацаны говорят, что ""бугор"" из тебя никакой... Поражение!"
[Groups.bandits.Zombie].Text-End-Standart-Victory;Победа! Теперь О-Сознание в безопасности. Вскоре пси-излучение покрыло всю Зону благодаря увеличению числа излучателей. Даже Кордон стал опасен. Правительство хоть и не выпускало мутантов из Зоны, но больше не пыталось вернуть ее...
[Groups.BlackHand.:main].Spy1-Name;Послушник
[Groups.BlackHand.:main].Spy2-Name;Фанатик
[Groups.BlackHand.:main].Spy3-Name;Ветеран
[Groups.BlackHand.:main].Spy4-Name;Элита
[Groups.BlackHand.:main].Name;Мёртвая рука
[Groups.BlackHand.:main].Description;Мёртвая рука – один из самостоятельных отрядов группировки Монолит, служащий щитом О-Сознания. Малая группа отряда смогла проникуть за Барьер и теперь ожидает дальнейших указаний Монолита. У отряда низкие шансы на выживание.
[Groups.BlackHand.:main].DiplomacyText-Question-War;Найти и искоренить!
[Groups.BlackHand.:main].DiplomacyText-Question-Neutral;Монолит повелел нам заключить с вами мир. Вы согласны или как?
[Groups.BlackHand.:main].DiplomacyText-Question-Alliance;Монолит велел нам стать вашими друзьями.
[Groups.BlackHand.:main].DiplomacyText-Question-BreakAlliance;Монолит недоволен нашим союзом!
[Groups.BlackHand.:main].DiplomacyText-RequestMoney-Ask;По воле Великого Монолита мы отправяем вам запрос на денежный перевод для наших братьев в таком вот размере:
[Groups.BlackHand.:main].DiplomacyText-Ans-0-Down;Обнаружить и искоренить! *Собеседник добавил вас в черный список*
[Groups.BlackHand.:main].DiplomacyText-Ans-1-Down;Такое Монолит точно не одобрит! *Собеседник удалил вас из друзей*
[Groups.BlackHand.:main].DiplomacyText-Ans-1-No;Ты познаешь гнев Монолита! *Собеседник вышел из чата*
[Groups.BlackHand.:main].DiplomacyText-Ans-1-Yes;И придет день, и Монолит вновь воссияет во славе своей! *Собеседник вышел из чата*
[Groups.BlackHand.:main].DiplomacyText-Ans-2-No;Монолит точно не даст согласия своего. *Собеседник вышел из чата*
[Groups.BlackHand.:main].DiplomacyText-Ans-2-Yes;Никому не верь кроме Монолита и братьев его, никому. *Собеседник добавил вас в друзья*
[Groups.BlackHand.:main].DiplomacyText-RequestMoney-Ans-No;Монолит сказал не проявлять милосердие к неверным! *Собеседник исключил вас из чата*
[Groups.BlackHand.:main].DiplomacyText-RequestMoney-Ans-Yes;Монолит велел проявить жалость к слепцам и сделать вам денежный перевод.
[Groups.BlackHand.:main].DiplomacyText-Question-Neutral-No;Тогда мы вас найдем и уничтожим!
[Groups.BlackHand.:main].DiplomacyText-Question-Neutral-Yes;Иначе и не могло быть. Всё по воле Великого Монолита!
[Groups.BlackHand.:main].DiplomacyText-Question-Alliance-No;Зря вы не следуете воле Монолита.
[Groups.BlackHand.:main].DiplomacyText-Question-Alliance-Yes;Да возрадуются братья наши и ужаснутся наши враги!
[Groups.BlackHand.:main].Text-End-Step-Victory;Вы выжили! Победа!
[Groups.BlackHand.:main].Text-End-EventFlag-Victory;Победа по ивент флагу!
[Groups.BlackHand.:main].Text-End-Standart-Lose;Группировка была полностью уничтожена, теперь Зону буду делить другие группировки. Поражение!
[Groups.BlackHand.:main].Text-End-Step-Lose;Время истекло, Вы не смогли добиться контроля над Зоной. Поражение!
[Groups.BlackHand.:main].Text-End-EventFlag-Lose;Поражение по ивент флагу!
[Groups.BlackHand.Anarchy].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Но так лишь может показаться со стороны. Из-за нехватки мощности пси установок люди на юге Зоны стали постепенно приходить в себя. Ко многим из них возвращались воспоминания. Местами назревают столкновения. Проповедники уже докладывают о росте числа сопротивления. Уже целые подразделения отказываются слушаться приказов. Похоже, они собираются освободить товарищей на севере… Грядет новая «Война в Зоне»…
[Groups.BlackHand.AntiZone].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Но так лишь может показаться со стороны. Из-за нехватки мощности пси установок люди на юге Зоны стали постепенно приходить в себя. Ко многим из них возвращались воспоминания. Местами назревают столкновения. Проповедники уже докладывают о росте числа сопротивления. Уже целые подразделения отказываются слушаться приказов. Похоже, они собираются освободить товарищей на севере… Грядет новая «Война в Зоне»…
[Groups.BlackHand.Control].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Но так лишь может показаться со стороны. Из-за нехватки мощности пси установок люди на юге Зоны стали постепенно приходить в себя. Ко многим из них возвращались воспоминания. Местами назревают столкновения. Проповедники уже докладывают о росте числа сопротивления. Уже целые подразделения отказываются слушаться приказов. Похоже, они собираются освободить товарищей на севере… Грядет новая «Война в Зоне»…
[Groups.BlackHand.Crime].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Но так лишь может показаться со стороны. Из-за нехватки мощности пси установок люди на юге Зоны стали постепенно приходить в себя. Ко многим из них возвращались воспоминания. Местами назревают столкновения. Проповедники уже докладывают о росте числа сопротивления. Уже целые подразделения отказываются слушаться приказов. Похоже, они собираются освободить товарищей на севере… Грядет новая «Война в Зоне»…
[Groups.BlackHand.Exploring].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Но так лишь может показаться со стороны. Из-за нехватки мощности пси установок люди на юге Зоны стали постепенно приходить в себя. Ко многим из них возвращались воспоминания. Местами назревают столкновения. Проповедники уже докладывают о росте числа сопротивления. Уже целые подразделения отказываются слушаться приказов. Похоже, они собираются освободить товарищей на севере… Грядет новая «Война в Зоне»…
[Groups.BlackHand.Growth].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Теперь правительство больше не вмешивается. Монолитовцы расстреливают всех, кто пытается проникнуть в Зону. Вскоре она стала полностью закрыта для посторонних глаз...
[Groups.BlackHand.Growth].Text-End-Standart-Lose;"О-сознание в панике. Ее верный пёс - группировка Монолит - полностью уничтожена! Уже разрабатывается новый план по защите важных персон ""Института"""
[Groups.BlackHand.Mercenary].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Но так лишь может показаться со стороны. Из-за нехватки мощности пси установок люди на юге Зоны стали постепенно приходить в себя. Ко многим из них возвращались воспоминания. Местами назревают столкновения. Проповедники уже докладывают о росте числа сопротивления. Уже целые подразделения отказываются слушаться приказов. Похоже, они собираются освободить товарищей на севере… Грядет новая «Война в Зоне»…
[Groups.BlackHand.Sectarianism].Text-End-Standart-Victory;Победа! О-Сознание с помощью монолитовцев надежно контролирует Зону. Теперь правительство больше не вмешивается. Монолитовцы расстреливают всех, кто пытается проникнуть в Зону. Вскоре она стала полностью закрыта для посторонних глаз...
