[Traders.YourGroup].Name;;
[Traders.YourGroup].NeedText;;
[Traders.OtherGroup].Name;;
[Traders.OtherGroup].NeedText;;
[StoryEvents.Event-1].Name;;
[StoryEvents.Event-1].Desc-Owner;;
[StoryEvents.Event-1].Desc-NonOwner;;
[StoryEvents.Event-2].Name;;
[StoryEvents.Event-2].Desc-Owner;;
[StoryEvents.Event-2].Desc-NonOwner;;
[StoryEvents.Event-3].Name;;
[StoryEvents.Event-3].Desc-Owner;;
[StoryEvents.Event-3].Desc-NonOwner;;
[StoryEvents.Event-4].Name;;
[StoryEvents.Event-4].Desc-Owner;;
[StoryEvents.Event-4].Desc-NonOwner;;
[StoryEvents.Event-5].Name;;
[StoryEvents.Event-5].Desc-Owner;;
[StoryEvents.Event-5].Desc-NonOwner;;
[StoryEvents.Event-6].Name;;
[StoryEvents.Event-6].Desc-Owner;;
[StoryEvents.Event-6].Desc-NonOwner;;
[StoryEvents.Event-7].Name;;
[StoryEvents.Event-7].Desc-Owner;;
[StoryEvents.Event-7].Desc-NonOwner;;
[StoryEvents.Event-8].Name;;
[StoryEvents.Event-8].Desc-Owner;;
[StoryEvents.Event-8].Desc-NonOwner;;
[StoryEvents.Event-9].Name;;
[StoryEvents.Event-9].Desc-Owner;;
[StoryEvents.Event-9].Desc-NonOwner;;
[StoryEvents.Event-10].Name;;
[StoryEvents.Event-10].Desc-Owner;;
[StoryEvents.Event-10].Desc-NonOwner;;
[StoryEvents.Event-11].Name;;
[StoryEvents.Event-11].Desc-Owner;;
[StoryEvents.Event-11].Desc-NonOwner;;
[StoryEvents.Event-12].Name;;
[StoryEvents.Event-12].Desc-Owner;;
[StoryEvents.Event-12].Desc-NonOwner;;
[StoryEvents.Event-13].Name;;
[StoryEvents.Event-13].Desc-Owner;;
[StoryEvents.Event-13].Desc-NonOwner;;
[StoryEvents.Event-14].Name;;
[StoryEvents.Event-14].Desc-Owner;;
[StoryEvents.Event-14].Desc-NonOwner;;
[StoryEvents.Event-15].Name;;
[StoryEvents.Event-15].Desc-Owner;;
[StoryEvents.Event-15].Desc-NonOwner;;
[StoryEvents.Event-16].Name;;
[StoryEvents.Event-16].Desc-Owner;;
[StoryEvents.Event-16].Desc-NonOwner;;
[StoryEvents.Event-17].Name;;
[StoryEvents.Event-17].Desc-Owner;;
[StoryEvents.Event-17].Desc-NonOwner;;
[StoryEvents.Event-18].Name;;
[StoryEvents.Event-18].Desc-Owner;;
[StoryEvents.Event-18].Desc-NonOwner;;
[StoryEvents.Event-19].Name;;
[StoryEvents.Event-19].Desc-Owner;;
[StoryEvents.Event-19].Desc-NonOwner;;
[StoryEvents.Event-20].Name;;
[StoryEvents.Event-20].Desc-Owner;;
[StoryEvents.Event-20].Desc-NonOwner;;
[StoryEvents.Event-21].Name;;
[StoryEvents.Event-21].Desc-Owner;;
[StoryEvents.Event-21].Desc-NonOwner;;
[StoryEvents.Event-22].Name;;
[StoryEvents.Event-22].Desc-Owner;;
[StoryEvents.Event-22].Desc-NonOwner;;
[StoryEvents.Event-23].Name;;
[StoryEvents.Event-23].Desc-Owner;;
[StoryEvents.Event-23].Desc-NonOwner;;
[StoryEvents.Event-24].Name;;
[StoryEvents.Event-24].Desc-Owner;;
[StoryEvents.Event-24].Desc-NonOwner;;
[StoryEvents.Event-25].Name;;
[StoryEvents.Event-25].Desc-Owner;;
[StoryEvents.Event-25].Desc-NonOwner;;
[StoryEvents.Event-26].Name;;
[StoryEvents.Event-26].Desc-Owner;;
[StoryEvents.Event-26].Desc-NonOwner;;
[StoryEvents.Event-27].Name;;
[StoryEvents.Event-27].Desc-Owner;;
[StoryEvents.Event-27].Desc-NonOwner;;
[StoryEvents.Event-28].Name;;
[StoryEvents.Event-28].Desc-Owner;;
[StoryEvents.Event-28].Desc-NonOwner;;
[StoryEvents.Event-29].Name;;
[StoryEvents.Event-29].Desc-Owner;;
[StoryEvents.Event-29].Desc-NonOwner;;
[StoryEvents.Event-30].Name;;
[StoryEvents.Event-30].Desc-Owner;;
[StoryEvents.Event-30].Desc-NonOwner;;
[StoryEvents.Event-31].Name;;
[StoryEvents.Event-31].Desc-Owner;;
[StoryEvents.Event-31].Desc-NonOwner;;
[StoryEvents.Event-32].Name;;
[StoryEvents.Event-32].Desc-Owner;;
[StoryEvents.Event-32].Desc-NonOwner;;
[StoryEvents.Event-33].Name;;
[StoryEvents.Event-33].Desc-Owner;;
[StoryEvents.Event-33].Desc-NonOwner;;
[StoryEvents.Event-34].Name;;
[StoryEvents.Event-34].Desc-Owner;;
[StoryEvents.Event-34].Desc-NonOwner;;
[StoryEvents.Event-35].Name;;
[StoryEvents.Event-35].Desc-Owner;;
[StoryEvents.Event-35].Desc-NonOwner;;
[StoryEvents.Event-36].Name;;
[StoryEvents.Event-36].Desc-Owner;;
[StoryEvents.Event-36].Desc-NonOwner;;
[StoryEvents.Event-37].Name;;
[StoryEvents.Event-37].Desc-Owner;;
[StoryEvents.Event-37].Desc-NonOwner;;
[StoryEvents.Event-38].Name;;
[StoryEvents.Event-38].Desc-Owner;;
[StoryEvents.Event-38].Desc-NonOwner;;
[StoryEvents.Event-39].Name;;
[StoryEvents.Event-39].Desc-Owner;;
[StoryEvents.Event-39].Desc-NonOwner;;
[StoryEvents.Event-40].Name;;
[StoryEvents.Event-40].Desc-Owner;;
[StoryEvents.Event-40].Desc-NonOwner;;
[StoryEvents.Event-41].Name;;
[StoryEvents.Event-41].Desc-Owner;;
[StoryEvents.Event-41].Desc-NonOwner;;
[StoryEvents.Event-42].Name;;
[StoryEvents.Event-42].Desc-Owner;;
[StoryEvents.Event-42].Desc-NonOwner;;
[StoryEvents.Event-43].Name;;
[StoryEvents.Event-43].Desc-Owner;;
[StoryEvents.Event-43].Desc-NonOwner;;
[StoryEvents.Event-44].Name;;
[StoryEvents.Event-44].Desc-Owner;;
[StoryEvents.Event-44].Desc-NonOwner;;
[StoryEvents.Event-45].Name;;
[StoryEvents.Event-45].Desc-Owner;;
[StoryEvents.Event-45].Desc-NonOwner;;
[StoryEvents.Event-46].Name;;
[StoryEvents.Event-46].Desc-Owner;;
[StoryEvents.Event-46].Desc-NonOwner;;
[StoryEvents.Event-47].Name;;
[StoryEvents.Event-47].Desc-Owner;;
[StoryEvents.Event-47].Desc-NonOwner;;
[StoryEvents.Event-48].Name;;
[StoryEvents.Event-48].Desc-Owner;;
[StoryEvents.Event-48].Desc-NonOwner;;
[StoryEvents.Event-49].Name;;
[StoryEvents.Event-49].Desc-Owner;;
[StoryEvents.Event-49].Desc-NonOwner;;
[StoryEvents.Event-50].Name;;
[StoryEvents.Event-50].Desc-Owner;;
[StoryEvents.Event-50].Desc-NonOwner;;
[StoryEvents.Event-51].Name;;
[StoryEvents.Event-51].Desc-Owner;;
[StoryEvents.Event-51].Desc-NonOwner;;
[StoryEvents.Event-52].Name;;
[StoryEvents.Event-52].Desc-Owner;;
[StoryEvents.Event-52].Desc-NonOwner;;
[StoryEvents.Event-53].Name;;
[StoryEvents.Event-53].Desc-Owner;;
[StoryEvents.Event-53].Desc-NonOwner;;
[StoryEvents.Event-54].Name;;
[StoryEvents.Event-54].Desc-Owner;;
[StoryEvents.Event-54].Desc-NonOwner;;
[StoryEvents.Event-55].Name;;
[StoryEvents.Event-55].Desc-Owner;;
[StoryEvents.Event-55].Desc-NonOwner;;
[StoryEvents.Event-56].Name;;
[StoryEvents.Event-56].Desc-Owner;;
[StoryEvents.Event-56].Desc-NonOwner;;
[StoryEvents.Event-57].Name;;
[StoryEvents.Event-57].Desc-Owner;;
[StoryEvents.Event-57].Desc-NonOwner;;
[StoryEvents.Event-58].Name;;
[StoryEvents.Event-58].Desc-Owner;;
[StoryEvents.Event-58].Desc-NonOwner;;
[StoryEvents.Event-59].Name;;
[StoryEvents.Event-59].Desc-Owner;;
[StoryEvents.Event-59].Desc-NonOwner;;
[StoryEvents.Event-60].Name;;
[StoryEvents.Event-60].Desc-Owner;;
[StoryEvents.Event-60].Desc-NonOwner;;
[StoryEvents.Event-61].Name;;
[StoryEvents.Event-61].Desc-Owner;;
[StoryEvents.Event-61].Desc-NonOwner;;
[StoryEvents.Event-62].Name;;
[StoryEvents.Event-62].Desc-Owner;;
[StoryEvents.Event-62].Desc-NonOwner;;
[StoryEvents.Event-63].Name;;
[StoryEvents.Event-63].Desc-Owner;;
[StoryEvents.Event-63].Desc-NonOwner;;
[StoryEvents.Event-64].Name;;
[StoryEvents.Event-64].Desc-Owner;;
[StoryEvents.Event-64].Desc-NonOwner;;
[StoryEvents.Event-65].Name;;
[StoryEvents.Event-65].Desc-Owner;;
[StoryEvents.Event-65].Desc-NonOwner;;
[StoryEvents.Event-66].Name;;
[StoryEvents.Event-66].Desc-Owner;;
[StoryEvents.Event-66].Desc-NonOwner;;
[StoryEvents.Event-67].Name;;
[StoryEvents.Event-67].Desc-Owner;;
[StoryEvents.Event-67].Desc-NonOwner;;
[StoryEvents.Event-68].Name;;
[StoryEvents.Event-68].Desc-Owner;;
[StoryEvents.Event-68].Desc-NonOwner;;
[StoryEvents.Event-69].Name;;
[StoryEvents.Event-69].Desc-Owner;;
[StoryEvents.Event-69].Desc-NonOwner;;
[StoryEvents.Event-70].Name;;
[StoryEvents.Event-70].Desc-Owner;;
[StoryEvents.Event-70].Desc-NonOwner;;
[StoryEvents.Event-71].Name;;
[StoryEvents.Event-71].Desc-Owner;;
[StoryEvents.Event-71].Desc-NonOwner;;
[StoryEvents.Event-72].Name;;
[StoryEvents.Event-72].Desc-Owner;;
[StoryEvents.Event-72].Desc-NonOwner;;
[StoryEvents.Event-73].Name;;
[StoryEvents.Event-73].Desc-Owner;;
[StoryEvents.Event-73].Desc-NonOwner;;
[StoryEvents.Event-74].Name;;
[StoryEvents.Event-74].Desc-Owner;;
[StoryEvents.Event-74].Desc-NonOwner;;
[StoryEvents.Event-75].Name;;
[StoryEvents.Event-75].Desc-Owner;;
[StoryEvents.Event-75].Desc-NonOwner;;
[StoryEvents.Event-76].Name;;
[StoryEvents.Event-76].Desc-Owner;;
[StoryEvents.Event-76].Desc-NonOwner;;
[StoryEvents.Event-77].Name;;
[StoryEvents.Event-77].Desc-Owner;;
[StoryEvents.Event-77].Desc-NonOwner;;
[StoryEvents.Event-78].Name;;
[StoryEvents.Event-78].Desc-Owner;;
[StoryEvents.Event-78].Desc-NonOwner;;
[StoryEvents.Event-79].Name;;
[StoryEvents.Event-79].Desc-Owner;;
[StoryEvents.Event-79].Desc-NonOwner;;
[StoryEvents.Event-80].Name;;
[StoryEvents.Event-80].Desc-Owner;;
[StoryEvents.Event-80].Desc-NonOwner;;
[StoryEvents.Event-81].Name;;
[StoryEvents.Event-81].Desc-Owner;;
[StoryEvents.Event-81].Desc-NonOwner;;
[StoryEvents.Event-82].Name;;
[StoryEvents.Event-82].Desc-Owner;;
[StoryEvents.Event-82].Desc-NonOwner;;
ScenarioName;;
ScenarioDescription;;
ScenarioVictoryDescription;;
ScenarioLoseDescription;;
[Groups.monolith.:main].Spy1-Name;;
[Groups.monolith.:main].Spy2-Name;;
[Groups.monolith.:main].Spy3-Name;;
[Groups.monolith.:main].Spy4-Name;;
[Groups.monolith.:main].Name;;
[Groups.monolith.:main].Description;;
[Groups.monolith.:main].DiplomacyText-Question-War;;
[Groups.monolith.:main].DiplomacyText-Question-Neutral;;
[Groups.monolith.:main].DiplomacyText-Question-Alliance;;
[Groups.monolith.:main].DiplomacyText-Question-BreakAlliance;;
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ask;;
[Groups.monolith.:main].DiplomacyText-Ans-0-Down;;
[Groups.monolith.:main].DiplomacyText-Ans-1-Down;;
[Groups.monolith.:main].DiplomacyText-Ans-1-No;;
[Groups.monolith.:main].DiplomacyText-Ans-1-Yes;;
[Groups.monolith.:main].DiplomacyText-Ans-2-No;;
[Groups.monolith.:main].DiplomacyText-Ans-2-Yes;;
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-No;;
[Groups.monolith.:main].DiplomacyText-RequestMoney-Ans-Yes;;
[Groups.monolith.:main].DiplomacyText-Question-Neutral-No;;
[Groups.monolith.:main].DiplomacyText-Question-Neutral-Yes;;
[Groups.monolith.:main].DiplomacyText-Question-Alliance-No;;
[Groups.monolith.:main].DiplomacyText-Question-Alliance-Yes;;
[Groups.monolith.:main].Text-End-Step-Victory;;
[Groups.monolith.:main].Text-End-EventFlag-Victory;;
[Groups.monolith.:main].Text-End-Standart-Lose;;
[Groups.monolith.:main].Text-End-Step-Lose;;
[Groups.monolith.:main].Text-End-EventFlag-Lose;;
[Groups.monolith.Anarchy].Text-End-Standart-Victory;;
[Groups.monolith.AntiZone].Text-End-Standart-Victory;;
[Groups.monolith.Control].Text-End-Standart-Victory;;
[Groups.monolith.Crime].Text-End-Standart-Victory;;
[Groups.monolith.Exploring].Text-End-Standart-Victory;;
[Groups.monolith.Growth].Text-End-Standart-Victory;;
[Groups.monolith.Mercenary].Text-End-Standart-Victory;;
[Groups.monolith.Sectarianism].Text-End-Standart-Victory;;
[Groups.monolith.Stability].Text-End-Standart-Victory;;
[Groups.monolith.Stalkers].Text-End-Standart-Victory;;
[Groups.monolith.Unknow].Text-End-Standart-Victory;;
[Groups.monolith.Zombie].Text-End-Standart-Victory;;
[Groups.soldiers.:main].Spy1-Name;;
[Groups.soldiers.:main].Spy2-Name;;
[Groups.soldiers.:main].Spy3-Name;;
[Groups.soldiers.:main].Spy4-Name;;
[Groups.soldiers.:main].Name;;
[Groups.soldiers.:main].Description;;
[Groups.soldiers.:main].DiplomacyText-Question-War;;
[Groups.soldiers.:main].DiplomacyText-Question-Neutral;;
[Groups.soldiers.:main].DiplomacyText-Question-Alliance;;
[Groups.soldiers.:main].DiplomacyText-Question-BreakAlliance;;
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ask;;
[Groups.soldiers.:main].DiplomacyText-Ans-0-Down;;
[Groups.soldiers.:main].DiplomacyText-Ans-1-Down;;
[Groups.soldiers.:main].DiplomacyText-Ans-1-No;;
[Groups.soldiers.:main].DiplomacyText-Ans-1-Yes;;
[Groups.soldiers.:main].DiplomacyText-Ans-2-No;;
[Groups.soldiers.:main].DiplomacyText-Ans-2-Yes;;
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-No;;
[Groups.soldiers.:main].DiplomacyText-RequestMoney-Ans-Yes;;
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-No;;
[Groups.soldiers.:main].DiplomacyText-Question-Neutral-Yes;;
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-No;;
[Groups.soldiers.:main].DiplomacyText-Question-Alliance-Yes;;
[Groups.soldiers.:main].Text-End-Step-Victory;;
[Groups.soldiers.:main].Text-End-EventFlag-Victory;;
[Groups.soldiers.:main].Text-End-Standart-Lose;;
[Groups.soldiers.:main].Text-End-Step-Lose;;
[Groups.soldiers.:main].Text-End-EventFlag-Lose;;
[Groups.soldiers.Anarchy].Text-End-Standart-Victory;;
[Groups.soldiers.AntiZone].Text-End-Standart-Victory;;
[Groups.soldiers.Control].Text-End-Standart-Victory;;
[Groups.soldiers.Control].Text-End-Standart-Lose;;
[Groups.soldiers.Crime].Text-End-Standart-Victory;;
[Groups.soldiers.Exploring].Text-End-Standart-Victory;;
[Groups.soldiers.Growth].Text-End-Standart-Victory;;
[Groups.soldiers.Growth].Text-End-Standart-Lose;;
[Groups.soldiers.Mercenary].Text-End-Standart-Victory;;
[Groups.soldiers.Sectarianism].Text-End-Standart-Victory;;
[Groups.soldiers.Stability].Text-End-Standart-Victory;;
[Groups.soldiers.Stalkers].Text-End-Standart-Victory;;
[Groups.soldiers.Unknow].Text-End-Standart-Victory;;
[Groups.soldiers.Unknow].Text-End-Standart-Lose;;
[Groups.soldiers.Zombie].Text-End-Standart-Victory;;
