[Advisors.Advisor-Mutants-1].Name;Unknown
[Advisors.Advisor-Mercenaries-Tancpol].Name;Vitya Dancefloor
[Advisors.Advisor-Mercenaries-Avtobus].Name;Lyokha Bus
[Advisors.Advisor-Mercenaries-Rzhaviy].Name;Valera Rusty
[Advisors.Advisor-Mercenaries-Shtirlic].Name;Tolyan Stirlitz
[Advisors.Advisor-Mercenaries-Dollar].Name;Ivan «One Dollar»
[Advisors.Advisor-Mercenaries-Plintus].Name;Timur Plintus
[Advisors.Advisor-Scientists-Nachalnik].Name;Head of Security
[Advisors.Advisor-Scientists-Levsha].Name;Lefty
[Advisors.Advisor-Scientists-Platonov].Name;Platonov
[Advisors.Advisor-Renegats-Kosoy].Name;Oblique
[Advisors.Advisor-Renegats-Kruk].Name;Hook
[Advisors.Advisor-Renegats-Batya].Name;Dad
[Advisors.Advisor-Renegats-Krendel].Name;Pretzel
[Advisors.Advisor-Renegats-Grach].Name;Rook
[Advisors.Advisor-Renegats-Temniy].Name;Dark
[Advisors.Advisor-Renegats-Pirate].Name;Pirate
[Advisors.Advisor-Renegats-Sin].Name;Blue
[Advisors.Advisor-Renegats-Kayzer].Name;Kaiser
[Advisors.Advisor-ClearSky-Kalancha].Name;Kalancha
[Advisors.Advisor-ClearSky-Suslov].Name;Suslov
[Advisors.Advisor-ClearSky-Cold].Name;Cold
[Advisors.Advisor-ClearSky-Faster].Name;Nimble
[Advisors.Advisor-ClearSky-Tropnik].Name;Ivan Trodnik
[Advisors.Advisor-ClearSky-Petro].Name;Petro
[Advisors.Advisor-ClearSky-Vasilenko].Name;Vasilenko
[Advisors.Advisor-ClearSky-Petrenko].Name;Petrenko
[Advisors.Advisor-Zombie-Controler].Name;Controller
[Achievements.Achiv-1].Name;Could It Be Done Like This?
[Achievements.Achiv-1].Desc;New achievement unlocked! Capture the CNPP location and hold it for 1 turn until the scenario ends as the Clear Sky faction.
[Achievements.Achiv-1].Desc-Logo;Capture the CNPP location and hold it for 1 turn until the scenario ends as the Clear Sky faction.
[Achievements.Achiv-2].Name;Swamp Monster!
[Achievements.Achiv-2].Desc;New achievement unlocked! Capture the entire Zone as the Renegades faction on Master difficulty.
[Achievements.Achiv-2].Desc-Logo;Capture the entire Zone as the Renegades faction on Master difficulty.
[Achievements.Achiv-3].Name;This Is My Swamp!
[Achievements.Achiv-3].Desc;New achievement unlocked! Capture the Swamp location and hold it for 1 turn as the Clear Sky faction on Experienced difficulty or higher.
[Achievements.Achiv-3].Desc-Logo;Capture the Swamp location and hold it for 1 turn as the Clear Sky faction on Experienced difficulty or higher.
[Achievements.Achiv-4].Name;Looks Like Coffins Are Gonna Get More Expensive!
[Achievements.Achiv-4].Desc;New achievement unlocked! Capture the Army Warehouses location and hold it for 1 turn as the Freedom faction on Veteran difficulty or higher.
[Achievements.Achiv-4].Desc-Logo;Capture the Army Warehouses location and hold it for 1 turn as the Freedom faction on Veteran difficulty or higher.
[Achievements.Achiv-5].Name;Unexpected Twist!
[Achievements.Achiv-5].Desc;New achievement unlocked! Adopt the Stability ideology as the Renegades faction on Master difficulty and hold out for 1 turn.
[Achievements.Achiv-5].Desc-Logo;Adopt the Stability ideology as the Renegades faction on Master difficulty and hold out for 1 turn.
[Achievements.Achiv-6].Name;A Wolf in Sheep's Clothing!
[Achievements.Achiv-6].Desc;New achievement unlocked! Adopt the Crime ideology as the Military faction on Master difficulty and hold out for 1 turn.
[Achievements.Achiv-6].Desc-Logo;Adopt the Crime ideology as the Military faction on Master difficulty and hold out for 1 turn.
[Traders.World].Name;The Outside World
[Traders.World].NeedText;Establishing contact with the outside world is not always possible. Cost to attempt contact:
[Traders.YourGroup].Name;Your Faction's Trader
[Traders.YourGroup].NeedText;You can always trade with your faction's trader. Cost:
[Traders.OtherGroup].Name;Other Faction's Trader
[Traders.OtherGroup].NeedText;To trade with other factions, first select their territory on the map.
[Traders.Trader1].Name;Sidorovich
[Traders.Trader1].NeedText;You can trade with him only if you control the Novice Village territory in the Cordon. Cost:
[Traders.Trader2].Name;Forester
[Traders.Trader2].NeedText;You can trade with the Forester only if you control the Camp by the Kaper territory in the Red Forest location. Cost:
[Traders.Trader3].Name;Sakharov
[Traders.Trader3].NeedText;Sakharov is available only if you control the Scientists' Bunker territory in the Yantar location. Cost:
[StoryEvents.Event-Swamp-1].Name;Scar's Appearance
[StoryEvents.Event-Swamp-1].Desc-Owner;Mentions have appeared in the stalker network that a mercenary nicknamed Scar survived the Emission. But few believed it. Now he's taken up Lebedev's work. Perhaps we'll soon find out what's what...
[StoryEvents.Event-Swamp-1].Desc-NonOwner;Rumors circulate about an unknown mercenary appearing in the Zone, called Scar. They say he was found alive after the Emission...
[StoryEvents.Event-Swamp-2].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-2].Desc-Owner;Damn it! The unknown mercenary Scar has started a fight in the %0:s territory! Our losses:
[StoryEvents.Event-Swamp-2].Desc-NonOwner;Rumors say that the mercenary Scar engaged in combat in the %0:s territory.
[StoryEvents.Event-Swamp-3].Name;Scar Moves On
[StoryEvents.Event-Swamp-3].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-3].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-4].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-4].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-4].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-5].Name;Scar Moves On
[StoryEvents.Event-Swamp-5].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-5].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-6].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-6].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-6].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-7].Name;Scar Moves On
[StoryEvents.Event-Swamp-7].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-7].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-8].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-8].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-8].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-9].Name;Scar Moves On
[StoryEvents.Event-Swamp-9].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-9].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-10].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-10].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-10].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-11].Name;Scar Moves On
[StoryEvents.Event-Swamp-11].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-11].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-12].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-12].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-12].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-13].Name;Scar Moves On
[StoryEvents.Event-Swamp-13].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-13].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-14].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-14].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-14].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-15].Name;Scar Moves On
[StoryEvents.Event-Swamp-15].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-15].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-16].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-16].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-16].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-17].Name;Scar Moves On
[StoryEvents.Event-Swamp-17].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-17].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-18].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-18].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-18].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-19].Name;Scar Moves On
[StoryEvents.Event-Swamp-19].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-19].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-20].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-20].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-20].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-21].Name;Scar Moves On
[StoryEvents.Event-Swamp-21].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-21].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-22].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-22].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-22].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-23].Name;Scar Moves On
[StoryEvents.Event-Swamp-23].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-23].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-24].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-24].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-24].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-25].Name;Scar Moves On
[StoryEvents.Event-Swamp-25].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-25].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-26].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-26].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-26].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-27].Name;Scar Moves On
[StoryEvents.Event-Swamp-27].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Swamp-27].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Swamp-28].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Swamp-28].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Swamp-28].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-Advisor-1].Name;Vovka the Hedgehog
[StoryEvents.Event-Escape-Advisor-1].Desc-Owner;One of the stalkers has shown himself well and gained some fame within the faction circles... He is now available to the Loners faction as a candidate for deputy faction leader.
[StoryEvents.Event-Escape-Advisor-1].Desc-NonOwner;One of the stalkers is gaining popularity within the Loners faction... He is now available to them as a candidate for deputy faction leader.
[StoryEvents.Event-Escape-1].Name;Scar Moves On
[StoryEvents.Event-Escape-1].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-1].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-2].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-2].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-2].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-3].Name;Scar Moves On
[StoryEvents.Event-Escape-3].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-3].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-4].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-4].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-4].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-5].Name;Scar Moves On
[StoryEvents.Event-Escape-5].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-5].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-6].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-6].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-6].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-7].Name;Scar Moves On
[StoryEvents.Event-Escape-7].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-7].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-8].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-8].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-8].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-9].Name;Scar Moves On
[StoryEvents.Event-Escape-9].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-9].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-10].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-10].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-10].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-11].Name;Scar Moves On
[StoryEvents.Event-Escape-11].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-11].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-12].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-12].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-12].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-Advisor-2].Name;Warrant Officer Sokolov
[StoryEvents.Event-Escape-Advisor-2].Desc-Owner;Warrant Officer Sokolov is now available to us as a candidate for deputy faction leader.
[StoryEvents.Event-Escape-Advisor-2].Desc-NonOwner;Warrant Officer Sokolov joins the Military faction... He is now available to them as a candidate for deputy faction leader.
[StoryEvents.Event-Escape-13].Name;Scar Moves On
[StoryEvents.Event-Escape-13].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-13].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-14].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-14].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-14].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-15].Name;Scar Moves On
[StoryEvents.Event-Escape-15].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-15].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-16].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-16].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-16].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-17].Name;Scar Moves On
[StoryEvents.Event-Escape-17].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-17].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-18].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-18].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-18].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-19].Name;Scar Moves On
[StoryEvents.Event-Escape-19].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-19].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-20].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-20].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-20].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-21].Name;Scar Moves On
[StoryEvents.Event-Escape-21].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-21].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-22].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-22].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-22].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-23].Name;Scar Moves On
[StoryEvents.Event-Escape-23].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-23].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-24].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-24].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-24].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-25].Name;Scar Moves On
[StoryEvents.Event-Escape-25].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-25].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-26].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-26].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-26].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-27].Name;Scar Moves On
[StoryEvents.Event-Escape-27].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-27].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-28].Name;Scar Attacks the Territory Garrison
[StoryEvents.Event-Escape-28].Desc-Owner;Our patrols encountered the mercenary nicknamed Scar. We lost the battle in the %0:s territory at %1:s... Our losses:
[StoryEvents.Event-Escape-28].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
[StoryEvents.Event-Escape-Advisor-3].Name;Vasily
[StoryEvents.Event-Escape-Advisor-3].Desc-Owner;The stalker Vasily, known in certain circles, joins the faction... He is now available to the Loners faction as a candidate for deputy faction leader.
[StoryEvents.Event-Escape-Advisor-3].Desc-NonOwner;The stalker Vasily, known in certain circles, joins the Loners faction... He is now available to them as a candidate for deputy faction leader.
[StoryEvents.Event-Escape-29].Name;Scar Moves On
[StoryEvents.Event-Escape-29].Desc-Owner;The mercenary Scar has been spotted in our %0:s territory at %1:s. Our garrison let him pass.
[StoryEvents.Event-Escape-29].Desc-NonOwner;Rumors say that the mercenary Scar was spotted in the %0:s territory at %1:s.
