[Form_Advisor].TitleText;Appointment of a new deputy commander of the faction's detachment
[StoryEvents.Event-Dump4-2].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-2].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-3].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-3].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-3].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-4].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-4].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-4].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-5].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-5].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-5].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-6].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-6].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-6].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-7].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-7].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-7].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-8].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-8].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-8].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-9].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-9].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-9].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-10].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-10].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-10].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-11].Name;The Marked One continues his journey
[StoryEvents.Event-Dump4-11].Desc-Owner;The stalker known as the Marked One has been spotted in our territory %0:s at location %1:s. Our garrison let him pass.
[StoryEvents.Event-Dump4-11].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Dump4-12].Name;The Marked One attacked the territory garrison
[StoryEvents.Event-Dump4-12].Desc-Owner;Our patrols encountered the stalker known as the Marked One. We lost the engagement in territory %0:s at location %1:s... Our casualties:
[StoryEvents.Event-Dump4-12].Desc-NonOwner;Rumors say that the stalker known as the Marked One was spotted in territory %0:s at location %1:s.
[StoryEvents.Event-Rostok-PreEnd].Name;The Marked One is already at Rostok Factory!
[StoryEvents.Event-Rostok-PreEnd].Desc-Owner;The Marked One is already at another location. We don't have time to capture the location!
[StoryEvents.Event-Rostok-PreEnd].Desc-NonOwner;The Marked One is already at another location. We don't have time to capture the location!
[StoryEvents.Event-End].Name;The Marked One is at the Bar!
[StoryEvents.Event-End].Desc-Owner;Well. The Marked One will not return to location %1:s. Your faction failed to capture all territories on the location in time...
[StoryEvents.Event-End].Desc-NonOwner;The Marked One will not return to location %1:s. Your faction failed to capture all territories on the location in time...
ScenarioName;Battle for the Garbage. Shadow of Chernobyl
ScenarioDescription;This scenario has a turn limit. You must capture the entire Garbage before the Marked One travels from Dark Valley through the Cordon to Rostok Factory. Diplomacy between factions is close to canon.
ScenarioLoseDescription;Defeat conditions: lose all controlled territories or fail to meet victory conditions within approximately 57 turns.
[Groups.bandits.:main].Spy1-Name;Novice
[Groups.bandits.:main].Spy2-Name;Experienced
[Groups.bandits.:main].Spy3-Name;Veteran
[Groups.bandits.:main].Spy4-Name;Master
[Groups.bandits.:main].Name;Bandits
[Groups.bandits.:main].Description;Bandits - the criminal element of the Zone. They control several territories on the Garbage. Most controlled points are not connected to each other, leading to a series of logistical problems. They lack proper weaponry and a substantial number of capable fighters. The faction must unite its squads on the location to successfully counter other groups.
[Groups.bandits.:main].DiplomacyText-Question-War;Well, sucker, had your fun? Time to face the music! The boys are comin' for ya!
[Groups.bandits.:main].DiplomacyText-Question-Neutral;Hey-hey! Bro, chill out, yeah? Time to stop shootin' at each other, capiche?
[Groups.bandits.:main].DiplomacyText-Question-Alliance;Hey, Bro, how 'bout we team up, yeah? Y'know... shoot some guys together... and all that. Whaddya say? Deal?
[Groups.bandits.:main].DiplomacyText-Question-BreakAlliance;Nah, man, you're a real sucker, a total loser. From now on, everyone's on their own!
[Groups.bandits.:main].DiplomacyText-RequestMoney-Ask;Hey, listen up, pal, got any spare change, yeah? We could use about this much:
[Groups.bandits.:main].DiplomacyText-Ans-0-Down;Who do you think you're messin' with, tough guy? You're dead meat, ya hear?!
[Groups.bandits.:main].DiplomacyText-Ans-1-Down;Well, that's just... wow, man...
[Groups.bandits.:main].DiplomacyText-Ans-1-No;We'll find some - and cut it into strips!
[Groups.bandits.:main].DiplomacyText-Ans-1-Yes;Listen, we won't touch ya, word is bond, for real!
[Groups.bandits.:main].DiplomacyText-Ans-2-No;Nah, nah, that's totally not it, you're bluffing!
[Groups.bandits.:main].DiplomacyText-Ans-2-Yes;Hang tight, bro, everything's gonna be smooth real soon...
[Groups.bandits.:main].DiplomacyText-RequestMoney-Ans-No;Did you hit your head or somethin'? Where would we get that kind of cash! We could use some ourselves...
[Groups.bandits.:main].DiplomacyText-RequestMoney-Ans-Yes;Bro, here's the dough!
[Groups.bandits.:main].DiplomacyText-Question-Neutral-No;Bro, that was really uncalled for! Shouldn't have done that...
[Groups.bandits.:main].DiplomacyText-Question-Neutral-Yes;Hey, bro, that's what I'm talkin' about! Good job...
[Groups.bandits.:main].DiplomacyText-Question-Alliance-No;Bro, that was really uncalled for! Shouldn't have done that...
[Groups.bandits.:main].DiplomacyText-Question-Alliance-Yes;Oh, bro, excellent! Now we'll be shootin' suckers together!
[Groups.bandits.:main].Text-End-Step-Victory;You survived! Victory!
[Groups.bandits.:main].Text-End-EventFlag-Victory;Victory by event flag!
[Groups.bandits.:main].Text-End-Standart-Lose;The faction has been completely destroyed on the location. Now other factions will divide the Garbage among themselves. Defeat!
[Groups.bandits.:main].Text-End-Step-Lose;Time's up. You failed to gain control over the Garbage. Defeat!
[Groups.bandits.:main].Text-End-EventFlag-Lose;Time's up. You failed to gain control over the Garbage. Defeat!
[Groups.bandits.Anarchy].Text-End-Standart-Victory;Victory! A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize, and the ceasefire is unlikely to last long...
[Groups.bandits.AntiZone].Text-End-Standart-Victory;Victory! A conflict was brewing within the faction. Squads on the Garbage held different principles than the main Bandit force and decided to form a separate faction with a convenient base in the Depot, where the Bandit faction's base once stood long ago. After Boar's death, the Bandits failed to establish centralized authority, so no one could stop the Garbage squads. But separating is one thing; holding what you've taken is another. Peace was made with Loners and Duty, but a controlled location is too juicy a prize. The Bandits will definitely want to reclaim the Garbage, and Loners won't stay on the sidelines either. Rumors suggest someone is even negotiating with Mercenaries to join the conflict. It's going to get "hot" on the Garbage soon...
